Directory,File,File2,Validation,Id,Id_avant validation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Site,Opérateur,Habitat1,Habitat2,Machine,Projet
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045022_951.wav,LIFEA_20140610_045022_951.wav,,PippiT,PippiT,Main,Pip50,7,PippiT,7,2014,6,10,4,50,10/06/2014,4:50,9/06/2014,LIFEA,25,62,0,5,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045041_085.wav,LIFEA_20140610_045041_085.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,10,4,50,10/06/2014,4:50,9/06/2014,LIFEA,22,48,0,5,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045045_120.wav,LIFEA_20140610_045045_120.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,10,4,50,10/06/2014,4:50,9/06/2014,LIFEA,30,47,67,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045048_866.wav,LIFEA_20140610_045048_866.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,10,4,50,10/06/2014,4:50,9/06/2014,LIFEA,50,53,0,4,4,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045056_027.wav,LIFEA_20140610_045056_027.wav,,ChiroSp,ChiroSp,Main,Pip50,2,PippiT,2,2014,6,10,4,50,10/06/2014,4:50,9/06/2014,LIFEA,24,50,40,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045109_650.wav,LIFEA_20140610_045109_650.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,10,4,51,10/06/2014,4:51,9/06/2014,LIFEA,101,50,0,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045119_660.wav,LIFEA_20140610_045119_660.wav,,PippiT,PippiT,Main,Pip50,7,PippiT,7,2014,6,10,4,51,10/06/2014,4:51,9/06/2014,LIFEA,46,49,44,4,2,2,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045127_286.wav,LIFEA_20140610_045127_286.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,10,4,51,10/06/2014,4:51,9/06/2014,LIFEA,69,52,0,5,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045132_864.wav,LIFEA_20140610_045132_864.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,10,4,51,10/06/2014,4:51,9/06/2014,LIFEA,26,52,73,5,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045139_151.wav,LIFEA_20140610_045139_151.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,10,4,51,10/06/2014,4:51,9/06/2014,LIFEA,30,47,0,5,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045142_564.wav,LIFEA_20140610_045142_564.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,10,4,51,10/06/2014,4:51,9/06/2014,LIFEA,27,53,67,4,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045155_745.wav,LIFEA_20140610_045155_745.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,10,4,51,10/06/2014,4:51,9/06/2014,LIFEA,36,56,47,5,0,2,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045204_000.wav,LIFEA_20140610_045204_000.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,10,4,52,10/06/2014,4:52,9/06/2014,LIFEA,19,50,0,5,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045207_213.wav,LIFEA_20140610_045207_213.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,10,4,52,10/06/2014,4:52,9/06/2014,LIFEA,44,52,0,5,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045212_386.wav,LIFEA_20140610_045212_386.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,10,4,52,10/06/2014,4:52,9/06/2014,LIFEA,16,53,73,4,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045216_663.wav,LIFEA_20140610_045216_663.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,10,4,52,10/06/2014,4:52,9/06/2014,LIFEA,26,48,71,4,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045219_650.wav,LIFEA_20140610_045219_650.wav,,PippiT,PippiT,Main,Pip50,7,PippiT,7,2014,6,10,4,52,10/06/2014,4:52,9/06/2014,LIFEA,13,53,9,5,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045223_228.wav,LIFEA_20140610_045223_228.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,10,4,52,10/06/2014,4:52,9/06/2014,LIFEA,23,51,0,3,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045225_995.wav,LIFEA_20140610_045225_995.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,10,4,52,10/06/2014,4:52,9/06/2014,LIFEA,56,50,0,4,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045230_996.wav,LIFEA_20140610_045230_996.wav,,PippiT,PippiT,Main,Pip50,7,PippiT,7,2014,6,10,4,52,10/06/2014,4:52,9/06/2014,LIFEA,26,51,0,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045234_597.wav,LIFEA_20140610_045234_597.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,10,4,52,10/06/2014,4:52,9/06/2014,LIFEA,40,48,0,5,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045237_462.wav,LIFEA_20140610_045237_462.wav,,PippiT,PippiT,Main,Pip50,7,PippiT,7,2014,6,10,4,52,10/06/2014,4:52,9/06/2014,LIFEA,78,49,0,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045242_462.wav,LIFEA_20140610_045242_462.wav,,ChiroSp,ChiroSp,Main,Pip50,1,PippiT,1,2014,6,10,4,52,10/06/2014,4:52,9/06/2014,LIFEA,4,47,3,4,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045246_816.wav,LIFEA_20140610_045246_816.wav,,ChiroSp,ChiroSp,Main,Pip50,5,PippiT,5,2014,6,10,4,52,10/06/2014,4:52,9/06/2014,LIFEA,126,53,0,4,2,3,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045254_260.wav,LIFEA_20140610_045254_260.wav,,PippiT,PippiT,Main,Pip50,7,PippiT,7,2014,6,10,4,52,10/06/2014,4:52,9/06/2014,LIFEA,8,47,0,3,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045256_576.wav,LIFEA_20140610_045256_576.wav,,PippiT,PippiT,Main,Pip50,6,PippiT,6,2014,6,10,4,52,10/06/2014,4:52,9/06/2014,LIFEA,24,47,0,5,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045303_502.wav,LIFEA_20140610_045303_502.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,10,4,53,10/06/2014,4:53,9/06/2014,LIFEA,67,53,0,4,1,1,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045315_193.wav,LIFEA_20140610_045315_193.wav,,PippiT,PippiT,Main,Pip50,7,PippiT,7,2014,6,10,4,53,10/06/2014,4:53,9/06/2014,LIFEA,20,51,0,4,0,2,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045328_256.wav,LIFEA_20140610_045328_256.wav,,PippiT,PippiT,Main,Pip50,7,PippiT,7,2014,6,10,4,53,10/06/2014,4:53,9/06/2014,LIFEA,31,52,43,3,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045336_630.wav,LIFEA_20140610_045336_630.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,10,4,53,10/06/2014,4:53,9/06/2014,LIFEA,42,52,0,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045346_122.wav,LIFEA_20140610_045346_122.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,10,4,53,10/06/2014,4:53,9/06/2014,LIFEA,15,52,41,5,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045349_489.wav,LIFEA_20140610_045349_489.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,10,4,53,10/06/2014,4:53,9/06/2014,LIFEA,30,49,0,3,2,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045358_072.wav,LIFEA_20140610_045358_072.wav,,ChiroSp,ChiroSp,Main,Pip50,0,PippiT,0,2014,6,10,4,53,10/06/2014,4:53,9/06/2014,LIFEA,5,49,0,2,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045409_592.wav,LIFEA_20140610_045409_592.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,10,4,54,10/06/2014,4:54,9/06/2014,LIFEA,8,49,0,3,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045435_943.wav,LIFEA_20140610_045435_943.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,10,4,54,10/06/2014,4:54,9/06/2014,LIFEA,16,50,52,3,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045454_581.wav,LIFEA_20140610_045454_581.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,8,2014,6,10,4,54,10/06/2014,4:54,9/06/2014,LIFEA,6,48,0,2,4,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045502_738.wav,LIFEA_20140610_045502_738.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,10,4,55,10/06/2014,4:55,9/06/2014,LIFEA,31,46,48,4,2,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045515_650.wav,LIFEA_20140610_045515_650.wav,,PippiT,PippiT,Main,Pip50,6,PippiT,6,2014,6,10,4,55,10/06/2014,4:55,9/06/2014,LIFEA,17,53,61,3,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045520_131.wav,LIFEA_20140610_045520_131.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,10,4,55,10/06/2014,4:55,9/06/2014,LIFEA,13,49,0,3,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045526_237.wav,LIFEA_20140610_045526_237.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,10,4,55,10/06/2014,4:55,9/06/2014,LIFEA,39,52,51,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045539_761.wav,LIFEA_20140610_045539_761.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,10,4,55,10/06/2014,4:55,9/06/2014,LIFEA,49,51,0,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045548_585.wav,LIFEA_20140610_045548_585.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,10,4,55,10/06/2014,4:55,9/06/2014,LIFEA,14,53,0,5,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045613_505.wav,LIFEA_20140610_045613_505.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,10,4,56,10/06/2014,4:56,9/06/2014,LIFEA,28,47,70,4,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045619_486.wav,LIFEA_20140610_045619_486.wav,,PippiT,PippiT,Main,Pip50,7,PippiT,7,2014,6,10,4,56,10/06/2014,4:56,9/06/2014,LIFEA,25,53,0,4,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045637_884.wav,LIFEA_20140610_045637_884.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,10,4,56,10/06/2014,4:56,9/06/2014,LIFEA,23,50,67,5,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045642_926.wav,LIFEA_20140610_045642_926.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,10,4,56,10/06/2014,4:56,9/06/2014,LIFEA,38,49,0,5,2,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045649_673.wav,LIFEA_20140610_045649_673.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,10,4,56,10/06/2014,4:56,9/06/2014,LIFEA,13,50,0,3,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045718_108.wav,LIFEA_20140610_045718_108.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,10,4,57,10/06/2014,4:57,9/06/2014,LIFEA,21,49,0,3,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045737_650.wav,LIFEA_20140610_045737_650.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,10,4,57,10/06/2014,4:57,9/06/2014,LIFEA,27,46,71,5,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045741_569.wav,LIFEA_20140610_045741_569.wav,,ChiroSp,ChiroSp,Main,Pip50,3,PippiT,3,2014,6,10,4,57,10/06/2014,4:57,9/06/2014,LIFEA,5,49,2,5,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045757_285.wav,LIFEA_20140610_045757_285.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,10,4,57,10/06/2014,4:57,9/06/2014,LIFEA,88,50,0,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045805_358.wav,LIFEA_20140610_045805_358.wav,,PippiT,PippiT,Main,Pip50,6,PippiT,6,2014,6,10,4,58,10/06/2014,4:58,9/06/2014,LIFEA,21,45,0,4,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045824_029.wav,LIFEA_20140610_045824_029.wav,,PippiT,PippiT,Main,Pip50,9,PippiT,9,2014,6,10,4,58,10/06/2014,4:58,9/06/2014,LIFEA,7,50,0,3,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045835_126.wav,LIFEA_20140610_045835_126.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,10,4,58,10/06/2014,4:58,9/06/2014,LIFEA,14,50,0,5,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045847_274.wav,LIFEA_20140610_045847_274.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,10,4,58,10/06/2014,4:58,9/06/2014,LIFEA,8,49,0,4,1,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045850_580.wav,LIFEA_20140610_045850_580.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,10,4,58,10/06/2014,4:58,9/06/2014,LIFEA,6,49,0,3,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045858_364.wav,LIFEA_20140610_045858_364.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,10,2014,6,10,4,58,10/06/2014,4:58,9/06/2014,LIFEA,9,49,0,3,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045907_322.wav,LIFEA_20140610_045907_322.wav,,PippiT,PippiT,Main,Pip50,10,PippiT,8,2014,6,10,4,59,10/06/2014,4:59,9/06/2014,LIFEA,3,48,0,3,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
D:/documents Pierrette/SM2 Vesdre/20140610_dreve-lisiere etang Foret/,LIFEA_0_20140610_045931_686.wav,LIFEA_20140610_045931_686.wav,,PippiT,PippiT,Main,Pip50,8,PippiT,8,2014,6,10,4,59,10/06/2014,4:59,9/06/2014,LIFEA,6,49,0,1,0,0,Forêt_étang,"S. Pirotte, J. Thonnard, P. Cao",Plan d'eau - étang (>50m²),Bande boisée et alignement d'arbres,SM2-A,Plecotus Natura 2000
